Time(year-month-day h:m:s),Total solar irradiance (W/m2),Direct normal irradiance (W/m2),Global horizontal irradiance (W/m2),Air temperature  (°C) ,Atmosphere (hpa),Relative humidity (%),Power (MW)
3/16/2019 11:30,924,445,217,9.7,1025.2,34.1,20.37 
3/16/2019 11:45,948,470,212,9.7,1025.1,32,26.12 
3/16/2019 12:00,956,483,282,10.2,1025.1,35.1,23.35 
3/16/2019 12:15,955,491,226,9.9,1024.7,34.5,22.92 
3/16/2019 12:30,959,493,229,9.9,1024.5,31.4,23.93 
3/16/2019 12:45,955,486,201,9.6,1024.2,30.1,24.15 
3/16/2019 13:00,948,509,193,9.8,1023.9,30.6,23.91 
3/16/2019 13:15,930,486,191,10,1023.5,30.9,22.41 
3/16/2019 13:30,904,495,191,9.6,1023.5,31,19.96 
3/16/2019 13:45,867,450,194,9.6,1023.4,31.6,13.82 
3/16/2019 14:00,825,450,196,9.5,1023.4,32.9,13.83 
3/16/2019 14:15,790,426,192,9.3,1023.3,32.2,15.83 
3/16/2019 14:30,746,421,186,9.4,1023.1,31.4,13.76 
3/16/2019 14:45,698,407,185,9.3,1022.8,33.9,16.96 
3/16/2019 15:00,656,384,189,9.1,1022.7,35.5,15.21 
3/16/2019 15:15,596,348,185,8.8,1022.6,33.9,13.70 
3/16/2019 15:30,473,255,180,8.7,1022.5,35.3,13.14 
3/16/2019 15:45,412,225,179,8.6,1022.5,36.3,14.14 
3/16/2019 16:00,323,168,174,8.5,1022.5,37.6,12.16 
3/16/2019 16:15,305,168,166,8.5,1022.5,38,9.06 
3/16/2019 16:30,224,106,141,8.4,1022.3,40.6,6.62 
3/16/2019 16:45,199,77,148,8.1,1022.3,39.8,6.02 
3/16/2019 17:00,121,40,101,8.1,1022.2,41.1,4.02 
3/16/2019 17:15,92,0,90,8,1022.2,43.4,3.25 
3/16/2019 17:30,61,0,62,7.7,1022.1,45.8,1.59 
3/16/2019 17:45,31,0,36,7.5,1022.1,44.7,0.91 
3/16/2019 18:00,0,0,0,7.3,1022.2,46.3,0.23 
3/16/2019 18:15,0,0,0,7.2,1022.2,47.2,-0.01 
3/16/2019 18:30,0,0,0,7.2,1022.3,48.3,-0.04 
3/16/2019 18:45,0,0,0,7.1,1022,48.9,-0.03 
3/16/2019 19:00,0,0,0,7.1,1022.1,50.3,-0.04 
3/16/2019 19:15,0,0,0,7.1,1022.2,49.1,-0.04 
3/16/2019 19:30,0,0,0,7.1,1022.4,50.9,-0.04 
3/16/2019 19:45,0,0,0,7.1,1022.3,51.4,-0.04 
3/16/2019 20:00,0,0,0,7.1,1022.5,49,-0.04 
3/16/2019 20:15,0,0,0,7.1,1022.5,52.6,-0.04 
3/16/2019 20:30,0,0,0,7.2,1022.7,53.2,-0.04 
3/16/2019 20:45,0,0,0,7.1,1022.7,52.6,-0.04 
3/16/2019 21:00,0,0,0,7.1,1022.9,51,-0.04 
3/16/2019 21:15,0,0,0,7.1,1023.2,52.4,-0.04 
3/16/2019 21:30,0,0,0,7.1,1023.2,50.5,-0.04 
3/16/2019 21:45,0,0,0,7.1,1023.2,49.9,-0.04 
3/16/2019 22:00,0,0,0,7,1023.2,50.9,-0.04 
3/16/2019 22:15,0,0,0,7,1023.3,51,-0.04 
3/16/2019 22:30,0,0,0,7,1023.2,49.8,-0.04 
3/16/2019 22:45,0,0,0,6.8,1023.3,50.9,-0.04 
3/16/2019 23:00,0,0,0,6.7,1023.2,53,-0.04 
3/16/2019 23:15,0,0,0,6.5,1023.1,55.4,-0.04 
3/16/2019 23:30,0,0,0,6.7,1023.1,52.7,-0.04 
3/16/2019 23:45,0,0,0,6.5,1023,57.1,-0.04 
3/17/2019 0:00,0,0,0,6.1,1022.7,56.4,-0.04 
3/17/2019 0:15,0,0,0,6.5,1022.7,56.3,-0.04 
3/17/2019 0:30,0,0,0,6.4,1022.6,55.5,-0.03 
3/17/2019 0:45,0,0,0,6.2,1022.6,55.6,-0.04 
3/17/2019 1:00,0,0,0,6.1,1022.8,58.7,-0.04 
3/17/2019 1:15,0,0,0,5.8,1022.6,60.6,-0.04 
3/17/2019 1:30,0,0,0,6,1022.7,59.5,-0.04 
3/17/2019 1:45,0,0,0,5.9,1022.6,61.3,-0.04 
3/17/2019 2:00,0,0,0,5.6,1022.6,62.4,-0.04 
3/17/2019 2:15,0,0,0,5.7,1022.5,61.4,-0.04 
3/17/2019 2:30,0,0,0,6,1022.4,60.9,-0.04 
3/17/2019 2:45,0,0,0,6,1022.2,63.4,-0.04 
3/17/2019 3:00,0,0,0,5.7,1022.1,64.3,-0.04 
3/17/2019 3:15,0,0,0,5.7,1022.1,65.8,-0.03 
3/17/2019 3:30,0,0,0,5.7,1022,65.7,-0.04 
3/17/2019 3:45,0,0,0,5.7,1021.9,66.3,-0.04 
3/17/2019 4:00,0,0,0,5.9,1021.7,66.5,-0.04 
3/17/2019 4:15,0,0,0,5.8,1021.5,68.4,-0.04 
3/17/2019 4:30,0,0,0,5.8,1021.6,67.6,-0.03 
3/17/2019 4:45,0,0,0,5.8,1021.7,68.4,-0.03 
3/17/2019 5:00,0,0,0,5.9,1021.6,68.9,-0.04 
3/17/2019 5:15,0,0,0,5.5,1021.7,69,-0.04 
3/17/2019 5:30,0,0,0,5.4,1021.7,70,-0.04 
3/17/2019 5:45,0,0,0,5.5,1021.8,70.3,-0.04 
3/17/2019 6:00,0,0,0,5.5,1021.8,70.7,-0.04 
3/17/2019 6:15,0,0,0,5.4,1021.9,70.7,0.03 
3/17/2019 6:30,0,0,0,5.5,1022,69.7,0.42 
3/17/2019 6:45,31,0,35,5.7,1021.9,67.4,1.16 
3/17/2019 7:00,56,0,58,5.8,1021.8,67.9,2.26 
3/17/2019 7:15,86,0,85,6.3,1021.9,67.1,3.81 
3/17/2019 7:30,119,0,111,6.6,1021.9,64.5,5.63 
3/17/2019 7:45,158,0,136,6.8,1022.2,62.6,7.73 
3/17/2019 8:00,206,0,162,7.1,1022.4,62.9,9.79 
3/17/2019 8:15,253,0,185,7.3,1022.6,61.6,11.69 
3/17/2019 8:30,295,0,203,7.7,1022.8,62.1,13.64 
3/17/2019 8:45,356,95,219,7.9,1022.8,62.8,16.02 
3/17/2019 9:00,411,133,234,8.1,1022.9,60.7,17.65 
3/17/2019 9:15,461,157,248,8.4,1023,62.2,19.48 
3/17/2019 9:30,506,126,268,8.4,1023,64.3,21.13 
3/17/2019 9:45,558,158,275,7.8,1023.2,67.4,22.33 
3/17/2019 10:00,601,174,287,8.3,1023.1,65.5,23.55 
3/17/2019 10:15,639,193,294,8.4,1023.1,63.5,24.53 
3/17/2019 10:30,673,207,303,8.9,1023.1,62.9,25.72 
3/17/2019 10:45,718,236,307,9.4,1023.1,60.9,26.26 
3/17/2019 11:00,727,233,309,9.6,1023.2,60.9,26.50 
3/17/2019 11:15,736,225,317,9.5,1023.1,59.3,26.85 
3/17/2019 11:30,772,241,322,9.7,1023.2,58.6,26.97 
3/17/2019 11:45,769,240,323,10,1023.3,53.5,27.24 
3/17/2019 12:00,781,239,395,10.5,1022.9,49.3,27.13 
3/17/2019 12:15,771,233,353,10.6,1022.9,45.4,27.41 
3/17/2019 12:30,773,231,363,10.9,1022.8,41.1,27.02 
3/17/2019 12:45,758,223,354,10.9,1022.5,50.9,26.95 
3/17/2019 13:00,658,177,349,10.1,1022.5,50.6,26.45 
3/17/2019 13:15,712,181,399,10.2,1022.5,51.1,25.56 
3/17/2019 13:30,561,113,366,10.4,1022.4,45.1,25.69 
3/17/2019 13:45,596,136,367,10.3,1022.2,50.9,25.95 
3/17/2019 14:00,520,122,308,10.5,1022.1,47.9,24.84 
3/17/2019 14:15,620,180,326,10.2,1022.1,52.6,24.28 
3/17/2019 14:30,572,174,302,10.1,1022,50.6,23.28 
3/17/2019 14:45,527,176,282,9.7,1021.9,47.1,21.85 
3/17/2019 15:00,462,143,265,10,1022.2,46.6,20.19 
3/17/2019 15:15,423,130,258,9.9,1022.1,53.5,18.78 
3/17/2019 15:30,356,88,245,10.2,1022.2,53.5,17.35 
3/17/2019 15:45,290,58,220,9.7,1022,52.8,16.62 
3/17/2019 16:00,269,63,205,9.7,1022.2,48.5,14.66 
3/17/2019 16:15,227,62,170,10,1022.2,49.5,12.45 
3/17/2019 16:30,180,42,145,10,1022.1,49,9.94 
3/17/2019 16:45,139,0,121,10.1,1022,49.2,7.09 
3/17/2019 17:00,103,0,97,9.9,1022,54.5,4.61 
3/17/2019 17:15,72,0,73,9.6,1021.9,53.6,3.12 
3/17/2019 17:30,45,0,48,9.1,1021.8,56.9,1.84 
3/17/2019 17:45,0,0,0,8.9,1022,60.7,0.89 
3/17/2019 18:00,0,0,0,8.6,1022.2,57.5,0.31 
3/17/2019 18:15,0,0,0,8.7,1022.3,59.1,0.00 
3/17/2019 18:30,0,0,0,8.5,1022,57.4,-0.06 
3/17/2019 18:45,0,0,0,8.5,1021.7,56.1,-0.04 
3/17/2019 19:00,0,0,0,8.5,1022.1,57.6,-0.04 
3/17/2019 19:15,0,0,0,8.5,1022.2,53.1,-0.04 
3/17/2019 19:30,0,0,0,8.7,1022.5,53.1,-0.04 
3/17/2019 19:45,0,0,0,8.6,1022.7,54,-0.04 
3/17/2019 20:00,0,0,0,8.7,1022.8,53.8,-0.04 
3/17/2019 20:15,0,0,0,8.7,1023.1,53.5,-0.04 
3/17/2019 20:30,0,0,0,8.7,1023.2,56.8,-0.04 
3/17/2019 20:45,0,0,0,8.7,1023.3,55.9,-0.04 
3/17/2019 21:00,0,0,0,8.7,1023.2,55.7,-0.04 
3/17/2019 21:15,0,0,0,8.7,1023.1,56.9,-0.04 
3/17/2019 21:30,0,0,0,8.7,1023.2,58.4,-0.04 
3/17/2019 21:45,0,0,0,8.7,1023.3,58.3,-0.04 
3/17/2019 22:00,0,0,0,8.7,1023.1,59.2,-0.04 
3/17/2019 22:15,0,0,0,8.5,1023.1,58.8,-0.04 
3/17/2019 22:30,0,0,0,8.5,1022.9,59,-0.04 
3/17/2019 22:45,0,0,0,8.5,1023.1,58.3,-0.04 
3/17/2019 23:00,0,0,0,8.5,1023.2,57.3,-0.04 
3/17/2019 23:15,0,0,0,8.4,1023.1,57.1,-0.04 
3/17/2019 23:30,0,0,0,8.4,1022.9,56.8,-0.04 
3/17/2019 23:45,0,0,0,8.3,1022.9,58.1,-0.04 
3/18/2019 0:00,0,0,0,8.1,1022.8,59.7,-0.04 
3/18/2019 0:15,0,0,0,7.9,1022.9,60.1,-0.03 
3/18/2019 0:30,0,0,0,7.9,1022.9,60.7,-0.03 
3/18/2019 0:45,0,0,0,7.8,1022.8,60.4,-0.03 
3/18/2019 1:00,0,0,0,7.6,1022.6,61.6,-0.03 
3/18/2019 1:15,0,0,0,7.5,1022.7,63.2,-0.04 
3/18/2019 1:30,0,0,0,7.3,1022.7,65.8,-0.03 
3/18/2019 1:45,0,0,0,7.3,1022.7,66.6,-0.04 
3/18/2019 2:00,0,0,0,7.4,1022.5,63.2,-0.03 
3/18/2019 2:15,0,0,0,7.2,1022.5,65.6,-0.04 
3/18/2019 2:30,0,0,0,7.2,1022.4,63.7,-0.04 
3/18/2019 2:45,0,0,0,7,1022.1,64.3,-0.04 
3/18/2019 3:00,0,0,0,7,1022.4,65,-0.04 
3/18/2019 3:15,0,0,0,7.1,1022.4,64.6,-0.04 
3/18/2019 3:30,0,0,0,7.2,1022.3,61.9,-0.03 
3/18/2019 3:45,0,0,0,7.2,1022.3,61.7,-0.04 
3/18/2019 4:00,0,0,0,7.3,1022.3,58.4,-0.04 
3/18/2019 4:15,0,0,0,7.2,1022.4,59.5,-0.04 
3/18/2019 4:30,0,0,0,7.5,1022.7,54.4,-0.04 
3/18/2019 4:45,0,0,0,7.4,1022.9,55.8,-0.04 
3/18/2019 5:00,0,0,0,7.4,1022.8,53.9,-0.04 
3/18/2019 5:15,0,0,0,7.3,1022.7,51.5,-0.04 
3/18/2019 5:30,0,0,0,7.3,1022.7,50.4,-0.04 
3/18/2019 5:45,0,0,0,7.3,1022.6,46.7,-0.04 
3/18/2019 6:00,0,0,0,7.2,1022.7,46.8,-0.04 
3/18/2019 6:15,0,0,0,7,1022.8,51.1,0.06 
3/18/2019 6:30,0,0,0,6.9,1023.2,53.6,0.45 
3/18/2019 6:45,0,0,31,6.8,1023.3,54.2,1.21 
3/18/2019 7:00,54,0,55,6.8,1023.2,54.6,2.47 
3/18/2019 7:15,97,0,118,6.7,1023.4,56.1,3.96 
3/18/2019 7:30,157,0,155,6.6,1023.6,57,5.80 
3/18/2019 7:45,189,40,174,6.9,1024,57.5,7.84 
3/18/2019 8:00,87,0,105,6.9,1024.1,58.8,9.59 
3/18/2019 8:15,79,0,104,6.8,1024.2,59,11.65 
3/18/2019 8:30,103,0,125,6.9,1024.2,59.4,13.59 
3/18/2019 8:45,63,0,80,6.8,1024.4,59.1,15.35 
3/18/2019 9:00,102,0,136,6.8,1024.5,59.6,17.20 
3/18/2019 9:15,130,0,155,6.9,1024.7,58.6,18.74 
3/18/2019 9:30,80,0,96,7,1024.9,58,20.07 
3/18/2019 9:45,87,0,112,7,1024.8,58.6,21.78 
3/18/2019 10:00,0,0,30,7,1025,60.1,22.80 
3/18/2019 10:15,54,0,67,6.9,1025.1,60.6,23.65 
3/18/2019 10:30,137,0,164,6.9,1025.2,61.2,24.71 
3/18/2019 10:45,198,0,215,7.1,1025.1,59.4,25.59 
3/18/2019 11:00,175,0,208,7.1,1024.9,58.5,26.55 
3/18/2019 11:15,164,0,194,7.5,1024.9,58.3,26.71 
3/18/2019 11:30,141,0,172,7.7,1025.1,55.6,27.49 
3/18/2019 11:45,164,0,187,7.8,1025,52.9,27.45 
3/18/2019 12:00,225,0,262,8.1,1024.9,52,27.60 
3/18/2019 12:15,207,0,231,8.5,1024.4,50.6,19.98 
3/18/2019 12:30,338,0,359,8.5,1024.2,46.9,17.67 
3/18/2019 12:45,400,0,391,7.6,1023.8,48.1,19.37 
3/18/2019 13:00,370,0,382,7.4,1023.7,54.3,21.00 
3/18/2019 13:15,501,0,445,7.5,1023.4,56.7,25.80 
3/18/2019 13:30,355,0,345,7.4,1024,60.1,23.01 
3/18/2019 13:45,764,180,433,7.2,1023.8,61.1,23.92 
3/18/2019 14:00,620,136,301,7.1,1023.5,61.7,22.67 
3/18/2019 14:15,742,288,294,7.3,1023.6,63.7,21.59 
3/18/2019 14:30,465,49,342,7.7,1023.7,63,20.91 
3/18/2019 14:45,396,0,332,7.3,1023.8,63.9,21.42 
3/18/2019 15:00,421,49,308,7.3,1023.8,64,19.26 
3/18/2019 15:15,309,0,247,7.2,1023.4,64.2,17.87 
3/18/2019 15:30,247,0,249,7.3,1023.7,64.5,15.88 
3/18/2019 15:45,221,0,225,7,1023.7,65.7,14.69 
3/18/2019 16:00,280,0,241,6.5,1023.6,66,13.10 
3/18/2019 16:15,185,0,173,6.6,1023.5,65,11.61 
3/18/2019 16:30,280,158,169,6.5,1023.3,65.6,9.55 
3/18/2019 16:45,213,211,99,6.7,1023.3,64.4,6.67 
3/18/2019 17:00,156,167,84,6.3,1023.1,65.1,4.69 
3/18/2019 17:15,118,114,78,6.3,1023.2,65.4,3.09 
3/18/2019 17:30,70,53,58,6.5,1023.3,66.2,1.78 
3/18/2019 17:45,33,0,31,6.3,1023.1,64.9,0.85 
3/18/2019 18:00,0,0,0,6.2,1023.1,64.6,0.32 
3/18/2019 18:15,0,0,0,6.3,1023.2,64.9,0.00 
3/18/2019 18:30,0,0,0,6.3,1023.3,65.9,-0.05 
3/18/2019 18:45,0,0,0,6.3,1023.2,65.6,-0.04 
3/18/2019 19:00,0,0,0,6.2,1023.2,63.5,-0.04 
3/18/2019 19:15,0,0,0,6.1,1023.3,63,-0.04 
3/18/2019 19:30,0,0,0,6,1023.3,64.6,-0.04 
3/18/2019 19:45,0,0,0,6,1023.3,64,-0.04 
3/18/2019 20:00,0,0,0,5.4,1023.6,67.5,-0.04 
3/18/2019 20:15,0,0,0,5.1,1023.8,67.6,-0.04 
3/18/2019 20:30,0,0,0,4.9,1024.1,65.9,-0.04 
3/18/2019 20:45,0,0,0,4.6,1024.1,66.3,-0.03 
3/18/2019 21:00,0,0,0,4.5,1024,65.6,-0.03 
3/18/2019 21:15,0,0,0,4.5,1024.2,65.7,-0.04 
3/18/2019 21:30,0,0,0,4.5,1024.2,64.8,-0.04 
3/18/2019 21:45,0,0,0,4.5,1024.1,64.3,-0.03 
3/18/2019 22:00,0,0,0,4.4,1024.3,65.3,-0.04 
3/18/2019 22:15,0,0,0,4.3,1024.1,67.3,-0.04 
3/18/2019 22:30,0,0,0,4.2,1024.3,67.9,-0.04 
3/18/2019 22:45,0,0,0,3.9,1024.1,67.7,-0.04 
3/18/2019 23:00,0,0,0,3.7,1024.2,71.1,-0.04 
3/18/2019 23:15,0,0,0,3.5,1024.2,72,-0.04 
3/18/2019 23:30,0,0,0,3.4,1024.1,72.3,-0.04 
3/18/2019 23:45,0,0,0,3.3,1023.9,72,-0.04 
3/19/2019 0:00,0,0,0,3.3,1023.8,71.9,-0.04 
3/19/2019 0:15,0,0,0,3.3,1023.7,71.8,-0.04 
3/19/2019 0:30,0,0,0,3.3,1023.8,71.5,-0.04 
3/19/2019 0:45,0,0,0,3.3,1023.6,71.3,-0.04 
3/19/2019 1:00,0,0,0,3.3,1023.6,71,-0.03 
3/19/2019 1:15,0,0,0,3.2,1023.2,71.4,-0.03 
3/19/2019 1:30,0,0,0,3.3,1023.1,71.6,-0.04 
3/19/2019 1:45,0,0,0,3.3,1023.2,71,-0.04 
3/19/2019 2:00,0,0,0,3.3,1023.2,70.9,-0.04 
3/19/2019 2:15,0,0,0,3.1,1023.1,71.6,-0.04 
3/19/2019 2:30,0,0,0,3.2,1023,70.9,-0.04 
3/19/2019 2:45,0,0,0,3.1,1022.9,71.3,-0.04 
3/19/2019 3:00,0,0,0,3.1,1023,71.4,-0.04 
3/19/2019 3:15,0,0,0,3,1022.9,71.8,-0.04 
3/19/2019 3:30,0,0,0,2.9,1022.8,71.6,-0.04 
3/19/2019 3:45,0,0,0,2.9,1022.7,71.6,-0.04 
3/19/2019 4:00,0,0,0,2.8,1022.5,71.6,-0.04 
3/19/2019 4:15,0,0,0,3.1,1022.2,71,-0.04 
3/19/2019 4:30,0,0,0,3.2,1022.2,70.2,-0.04 
3/19/2019 4:45,0,0,0,3.1,1022.3,70.2,-0.04 
3/19/2019 5:00,0,0,0,3,1022.4,70.1,-0.04 
3/19/2019 5:15,0,0,0,2.9,1022.5,70.9,-0.04 
3/19/2019 5:30,0,0,0,2.7,1022.6,72.6,-0.03 
3/19/2019 5:45,0,0,0,2.7,1022.6,72.4,-0.04 
3/19/2019 6:00,0,0,0,2.9,1022.5,70,-0.04 
3/19/2019 6:15,0,0,0,3,1022.8,69.1,0.13 
3/19/2019 6:30,0,0,0,3,1022.9,68.8,0.61 
3/19/2019 6:45,32,0,34,3.2,1022.9,68.6,1.61 
3/19/2019 7:00,82,0,63,3.4,1022.9,68,3.15 
3/19/2019 7:15,134,0,88,3.5,1023.3,69.9,5.11 
3/19/2019 7:30,187,126,104,3.8,1023.5,67.8,7.38 
3/19/2019 7:45,241,189,121,4.2,1023.7,67.7,9.41 
3/19/2019 8:00,297,208,136,4.2,1023.5,68.5,12.01 
3/19/2019 8:15,366,213,151,4.9,1023.4,68.2,14.27 
3/19/2019 8:30,430,248,163,5.4,1023.4,67.8,16.54 
3/19/2019 8:45,490,279,171,6.1,1023.6,66.7,18.46 
3/19/2019 9:00,542,302,179,6.5,1023.5,67,20.08 
3/19/2019 9:15,598,330,182,7.2,1023.4,64.4,21.81 
3/19/2019 9:30,650,361,185,7.8,1023.3,63,23.76 
3/19/2019 9:45,699,372,191,8.2,1023,61.9,25.29 
3/19/2019 10:00,744,387,195,8.5,1023,58.5,26.48 
3/19/2019 10:15,787,420,199,8.9,1023,54.3,27.64 
3/19/2019 10:30,814,405,209,9.2,1022.8,53.8,28.55 
3/19/2019 10:45,837,396,227,9.6,1022.4,55.6,29.45 
3/19/2019 11:00,846,376,243,9.8,1022,56.7,28.83 
3/19/2019 11:15,884,414,236,9.9,1021.6,54.2,29.57 
3/19/2019 11:30,909,435,225,9.8,1021.3,46.3,29.66 
3/19/2019 11:45,911,429,230,9.9,1021.3,44.6,29.46 
3/19/2019 12:00,889,399,356,9.9,1021,53.5,29.83 
3/19/2019 12:15,885,393,287,10.4,1021.1,52.5,29.79 
3/19/2019 12:30,896,414,256,10.4,1021,47.7,29.76 
3/19/2019 12:45,892,431,230,10.7,1020.6,43.6,29.70 
3/19/2019 13:00,857,391,247,10.2,1020.7,55.2,26.42 
3/19/2019 13:15,848,397,240,10.1,1020.3,56,28.51 
3/19/2019 13:30,830,396,238,10.3,1019.7,50.3,27.88 
3/19/2019 13:45,832,401,257,10.3,1019.3,46.3,27.57 
3/19/2019 14:00,663,301,218,10.2,1019.2,45.4,26.34 
3/19/2019 14:15,628,290,231,10.1,1019,43.3,25.53 
3/19/2019 14:30,527,188,267,10.2,1018.7,41,25.86 
3/19/2019 14:45,693,330,282,10.2,1018.6,42.1,24.54 
3/19/2019 15:00,570,268,249,10,1018.7,45.7,22.95 
3/19/2019 15:15,604,289,293,9.9,1018.6,44.5,21.20 
3/19/2019 15:30,541,291,263,9.7,1018.5,45.5,19.32 
3/19/2019 15:45,232,84,156,9.8,1018.4,40.9,17.25 
3/19/2019 16:00,231,0,231,9.6,1018.5,43.6,15.07 
3/19/2019 16:15,132,0,134,9.6,1018.3,40.8,13.31 
3/19/2019 16:30,107,0,119,9.2,1018.1,42.5,11.08 
3/19/2019 16:45,84,0,92,9.2,1017.9,44.4,9.09 
3/19/2019 17:00,94,0,109,9.2,1017.8,44.4,6.64 
3/19/2019 17:15,41,0,52,9.2,1017.9,42.8,4.42 
3/19/2019 17:30,0,0,0,9,1018,43.2,2.65 
3/19/2019 17:45,0,0,0,9,1018,45.1,1.25 
3/19/2019 18:00,0,0,0,9.2,1018,44.2,0.43 
3/19/2019 18:15,0,0,0,9,1018,44,0.04 
3/19/2019 18:30,0,0,0,9,1018,45.7,-0.06 
3/19/2019 18:45,0,0,0,9,1018.2,51.4,-0.04 
3/19/2019 19:00,0,0,0,9,1018.3,56,-0.03 
3/19/2019 19:15,0,0,0,9,1018.6,55.7,-0.04 
3/19/2019 19:30,0,0,0,9.1,1018.7,53.6,-0.04 
3/19/2019 19:45,0,0,0,9,1019,44.6,-0.03 
3/19/2019 20:00,0,0,0,8.8,1018.6,45.9,-0.04 
3/19/2019 20:15,0,0,0,8.7,1018.5,46.5,-0.04 
3/19/2019 20:30,0,0,0,8.8,1018.7,46.8,-0.03 
3/19/2019 20:45,0,0,0,8.7,1018.4,49,-0.04 
3/19/2019 21:00,0,0,0,8.7,1018.9,50.9,-0.03 
3/19/2019 21:15,0,0,0,8.8,1019.2,50,-0.04 
3/19/2019 21:30,0,0,0,8.6,1019.5,48.2,-0.04 
3/19/2019 21:45,0,0,0,8.3,1019.7,51.8,-0.04 
3/19/2019 22:00,0,0,0,8.2,1019.4,52,-0.04 
3/19/2019 22:15,0,0,0,8.1,1019.4,51.4,-0.04 
3/19/2019 22:30,0,0,0,8,1019.5,53.2,-0.04 
3/19/2019 22:45,0,0,0,8,1019.9,52.3,-0.04 
3/19/2019 23:00,0,0,0,7.8,1019.7,55.4,-0.04 
3/19/2019 23:15,0,0,0,7.6,1019.5,55.2,-0.04 
3/19/2019 23:30,0,0,0,7.4,1019.1,59.6,-0.04 
3/19/2019 23:45,0,0,0,7.5,1019.3,55,-0.03 
3/20/2019 0:00,0,0,0,7.5,1019.1,55.6,-0.04 
3/20/2019 0:15,0,0,0,7.6,1019.5,56.4,-0.04 
3/20/2019 0:30,0,0,0,6.7,1019.5,61.6,-0.03 
3/20/2019 0:45,0,0,0,6.1,1019.5,64.8,-0.03 
3/20/2019 1:00,0,0,0,5.1,1019.4,69.4,-0.04 
3/20/2019 1:15,0,0,0,4.7,1018.6,70.5,-0.03 
3/20/2019 1:30,0,0,0,4.7,1018.3,71.6,-0.04 
3/20/2019 1:45,0,0,0,4.6,1017.8,72,-0.04 
3/20/2019 2:00,0,0,0,4.7,1017.6,71.7,-0.04 
3/20/2019 2:15,0,0,0,4.8,1017.9,71.9,-0.04 
3/20/2019 2:30,0,0,0,4.7,1017.5,71.5,-0.04 
3/20/2019 2:45,0,0,0,4.6,1018,71.8,-0.03 
3/20/2019 3:00,0,0,0,4.7,1018.4,71.7,-0.04 
3/20/2019 3:15,0,0,0,4.6,1018.1,71.4,-0.04 
3/20/2019 3:30,0,0,0,4.5,1018.2,71.7,-0.04 
3/20/2019 3:45,0,0,0,4.5,1018.1,72.9,-0.04 
3/20/2019 4:00,0,0,0,4.2,1018.3,73.6,-0.03 
3/20/2019 4:15,0,0,0,4,1018.7,73.6,-0.04 
3/20/2019 4:30,0,0,0,3.9,1018.2,73.8,-0.04 
3/20/2019 4:45,0,0,0,3.9,1018.1,73.5,-0.03 
3/20/2019 5:00,0,0,0,4.1,1018.1,73.2,-0.04 
3/20/2019 5:15,0,0,0,4.2,1018.7,73.3,-0.04 
3/20/2019 5:30,0,0,0,4.2,1018.6,73.5,-0.04 
3/20/2019 5:45,0,0,0,4.2,1018.7,73.5,-0.03 
3/20/2019 6:00,0,0,0,4.2,1019,73.4,-0.04 
3/20/2019 6:15,0,0,0,4.4,1018.9,73.2,0.10 
3/20/2019 6:30,0,0,0,4.4,1019.4,73.4,0.60 
3/20/2019 6:45,0,0,0,4.4,1019.2,73.5,1.44 
3/20/2019 7:00,0,0,0,4.5,1019.2,73.5,2.48 
3/20/2019 7:15,0,0,0,4.6,1019.2,73.2,3.57 
3/20/2019 7:30,0,0,0,4.8,1019,73,5.04 
3/20/2019 7:45,31,0,37,4.9,1019.1,72.6,6.75 
3/20/2019 8:00,0,0,34,5.1,1019.2,72.5,8.47 
3/20/2019 8:15,36,0,43,5.3,1019.5,72.4,10.14 
3/20/2019 8:30,31,0,39,5.4,1019.5,71.8,11.90 
3/20/2019 8:45,89,0,111,5.5,1019.2,71.7,13.69 
3/20/2019 9:00,239,0,275,5.9,1019.2,71.4,15.52 
3/20/2019 9:15,155,0,179,6.1,1019.7,71.2,17.14 
3/20/2019 9:30,123,0,145,6.3,1019.7,71.3,18.88 
3/20/2019 9:45,207,0,223,6.7,1019.8,71.2,20.00 
3/20/2019 10:00,213,0,249,6.7,1019.4,71.3,20.96 
3/20/2019 10:15,257,0,284,7.1,1019.4,70.7,21.91 
3/20/2019 10:30,218,0,211,7.1,1019.6,70.3,23.05 
3/20/2019 10:45,403,0,353,7.3,1019.7,70.4,23.63 
3/20/2019 11:00,293,0,316,7.6,1019.5,70,24.22 
3/20/2019 11:15,205,0,199,7.4,1019.5,70,24.80 
3/20/2019 11:30,465,0,451,7.6,1019.3,69.9,24.93 
3/20/2019 11:45,330,0,365,8.1,1019.3,68.9,24.94 
3/20/2019 12:00,237,0,269,8,1019.1,69.1,25.92 
3/20/2019 12:15,259,0,281,8.1,1019.1,69.3,21.46 
3/20/2019 12:30,361,0,346,8.3,1019.1,69.2,21.38 
3/20/2019 12:45,380,0,337,8.6,1018.9,68.4,23.05 
3/20/2019 13:00,354,0,312,8.9,1018.5,67.2,25.68 
3/20/2019 13:15,479,33,365,9.2,1018.1,67.3,23.20 
3/20/2019 13:30,435,41,325,9.5,1018.1,66.7,22.30 
3/20/2019 13:45,333,0,339,9.9,1017.8,65.9,21.94 
3/20/2019 14:00,578,96,382,10.2,1017.8,65.1,21.88 
3/20/2019 14:15,441,87,285,10.5,1017.5,64.1,19.47 
3/20/2019 14:30,362,35,310,10.6,1018.1,63.7,19.66 
3/20/2019 14:45,268,0,234,11,1018.1,63.9,18.36 
