Time(year-month-day h:m:s),Total solar irradiance (W/m2),Direct normal irradiance (W/m2),Global horizontal irradiance (W/m2),Air temperature  (°C) ,Atmosphere (hpa),Relative humidity (%),Power (MW)
2019-05-12 21:00:00,0,0,0,19.5,907.3,6552.1,0.00 
2019-05-12 21:15:00,0,0,0,19.4,907.5,6552.5,0.00 
2019-05-12 21:30:00,0,0,0,19,907.5,0,0.00 
2019-05-12 21:45:00,0,1,0,18.4,907.5,0.3,0.00 
2019-05-12 22:00:00,0,1,0,17.9,907.7,1.2,0.00 
2019-05-12 22:15:00,0,0,0,17.8,907.8,1.5,0.00 
2019-05-12 22:30:00,0,0,0,18,907.9,1.2,0.00 
2019-05-12 22:45:00,0,1,0,18,908,1.3,0.00 
2019-05-12 23:00:00,0,0,0,17.9,908.1,1.4,0.00 
2019-05-12 23:15:00,0,1,0,17.7,908.2,1.6,0.00 
2019-05-12 23:30:00,0,0,0,17.6,908.1,1.8,0.00 
2019-05-12 23:45:00,0,1,0,17.5,908,2,0.00 
2019-05-13 00:00:00,0,0,0,17.6,908,1.3,0.00 
2019-05-13 00:15:00,0,0,0,17.4,908.1,1.4,0.00 
2019-05-13 00:30:00,0,0,0,17.8,908,0.9,0.00 
2019-05-13 00:45:00,0,0,0,17.5,907.8,0.8,0.00 
2019-05-13 01:00:00,0,0,0,17.2,907.7,1.7,0.00 
2019-05-13 01:15:00,0,1,0,16.6,907.7,2.7,0.00 
2019-05-13 01:30:00,0,1,0,15.3,907.6,5.5,0.00 
2019-05-13 01:45:00,0,1,0,14.3,907.6,6.7,0.00 
2019-05-13 02:00:00,0,0,0,14.7,907.7,7,0.00 
2019-05-13 02:15:00,0,1,0,14.5,907.7,7,0.00 
2019-05-13 02:30:00,0,0,0,14.6,907.5,6.8,0.00 
2019-05-13 02:45:00,0,0,0,14.5,907.5,7.6,0.00 
2019-05-13 03:00:00,0,1,0,14,907.5,8.2,0.00 
2019-05-13 03:15:00,0,1,0,13.6,907.4,9.1,0.00 
2019-05-13 03:30:00,0,0,0,13.2,907.4,9.7,0.00 
2019-05-13 03:45:00,0,0,0,13.1,907.3,10.2,0.00 
2019-05-13 04:00:00,0,1,0,12.8,907.5,10.5,0.00 
2019-05-13 04:15:00,0,0,0,12.7,907.4,10.3,0.00 
2019-05-13 04:30:00,0,0,0,12.7,907.6,9.6,0.00 
2019-05-13 04:45:00,0,1,0,12.2,907.7,11.3,0.00 
2019-05-13 05:00:00,0,1,0,11.6,907.7,12.1,0.00 
2019-05-13 05:15:00,0,1,0,11.4,907.8,13.1,0.00 
2019-05-13 05:30:00,0,0,0,11.2,907.8,13.2,0.00 
2019-05-13 05:45:00,0,0,0,11.1,907.9,12.8,0.00 
2019-05-13 06:00:00,0,0,0,10.7,907.9,13.8,0.00 
2019-05-13 06:15:00,0,0,0,10.9,907.9,13.5,0.00 
2019-05-13 06:30:00,8,1,7,10.5,907.9,13.3,0.05 
2019-05-13 06:45:00,24,1,25,10.7,907.7,13.3,0.57 
2019-05-13 07:00:00,49,3,51,10.8,908,12.7,1.44 
2019-05-13 07:15:00,74,9,82,11.1,908.1,12.7,2.28 
2019-05-13 07:30:00,103,10,119,11.6,908.2,11.8,3.14 
2019-05-13 07:45:00,129,13,163,11.8,908.2,11.9,4.25 
2019-05-13 08:00:00,165,13,201,12.5,908.1,11.3,5.70 
2019-05-13 08:15:00,216,13,246,13.4,908.1,9.6,7.91 
2019-05-13 08:30:00,250,13,279,14.7,908,8.2,10.02 
2019-05-13 08:45:00,306,14,335,15.7,907.8,6.6,12.05 
2019-05-13 09:00:00,356,14,370,16.9,907.9,5,14.69 
2019-05-13 09:15:00,433,14,421,18,907.7,3.1,17.80 
2019-05-13 09:30:00,501,15,471,18.7,907.9,1.6,19.93 
2019-05-13 09:45:00,565,17,514,19.7,907.7,0.1,22.59 
2019-05-13 10:00:00,612,18,545,20.5,907.5,6553.2,25.04 
2019-05-13 10:15:00,684,20,606,20.6,907.6,6553,26.77 
2019-05-13 10:30:00,757,20,665,21,907.5,6552.7,29.59 
2019-05-13 10:45:00,741,21,641,21,907.2,6552.3,30.00 
2019-05-13 11:00:00,792,20,673,21.1,907.3,6553.1,33.16 
2019-05-13 11:15:00,835,21,706,21.4,907.1,6551.5,34.31 
2019-05-13 11:30:00,896,21,757,21.7,907,6552.6,36.76 
2019-05-13 11:45:00,899,18,749,22.7,906.7,6552.8,37.31 
2019-05-13 12:00:00,925,19,771,23.2,906.5,6552,36.66 
2019-05-13 12:15:00,888,20,730,23.5,906.3,6551.9,37.34 
2019-05-13 12:30:00,943,23,769,23.3,906.1,6552.6,38.71 
2019-05-13 12:45:00,918,24,738,23.3,905.8,0,38.46 
2019-05-13 13:00:00,994,19,798,24.3,905.5,6552,39.48 
2019-05-13 13:15:00,1057,22,845,24.7,905.2,6552.8,37.77 
2019-05-13 13:30:00,962,19,752,25.1,905,6553.1,38.10 
2019-05-13 13:45:00,1048,22,816,25.3,904.7,6553,40.34 
2019-05-13 14:00:00,1097,26,831,25.2,904.5,6551.3,41.97 
2019-05-13 14:15:00,1018,32,729,24.7,904.1,6550.9,42.07 
2019-05-13 14:30:00,442,20,264,25.1,904.3,6549.9,29.52 
2019-05-13 14:45:00,1125,28,756,25.8,903.9,6550.9,32.54 
2019-05-13 15:00:00,939,24,619,25.4,903.8,6550.9,29.21 
2019-05-13 15:15:00,803,20,539,25.6,903.3,6551.6,29.09 
2019-05-13 15:30:00,892,26,561,25.8,903.4,6552.7,25.82 
2019-05-13 15:45:00,763,25,473,25.8,903.4,6553,23.36 
2019-05-13 16:00:00,618,24,396,25.7,903.1,6552.9,22.99 
2019-05-13 16:15:00,512,16,351,25.2,902.6,0,21.08 
2019-05-13 16:30:00,827,36,480,26.2,902.6,6553.3,23.04 
2019-05-13 16:45:00,384,11,277,25.9,902.9,6553.2,20.47 
2019-05-13 17:00:00,391,9,289,25.7,902.7,6552.5,18.38 
2019-05-13 17:15:00,384,11,276,25.5,902.8,6552.4,18.66 
2019-05-13 17:30:00,579,32,354,25.5,902.4,6553.4,22.18 
2019-05-13 17:45:00,506,41,266,25.9,902.7,6553.2,19.65 
2019-05-13 18:00:00,430,46,229,25.6,902.2,6552.9,16.47 
2019-05-13 18:15:00,253,23,167,25.5,902.7,6553.3,8.78 
2019-05-13 18:30:00,142,6,124,24.9,902.6,0.1,5.88 
2019-05-13 18:45:00,223,18,179,24.8,902.9,0,8.05 
2019-05-13 19:00:00,86,2,74,24.3,902.7,0.3,3.94 
2019-05-13 19:15:00,109,1,106,24.2,902.7,0.7,4.67 
2019-05-13 19:30:00,71,4,62,24.1,902.8,0.8,4.67 
2019-05-13 19:45:00,73,3,75,24,902.7,1,3.03 
2019-05-13 20:00:00,45,1,42,23.9,902.7,1.2,1.64 
2019-05-13 20:15:00,30,1,30,23.6,902.8,1.2,0.84 
2019-05-13 20:30:00,11,1,11,23.4,902.8,1.4,0.15 
2019-05-13 20:45:00,0,1,0,23,902.8,1.9,0.00 
2019-05-13 21:00:00,0,0,0,22.8,902.8,2.1,0.00 
2019-05-13 21:15:00,0,0,0,22.6,902.7,2.6,0.00 
2019-05-13 21:30:00,0,0,0,22.5,902.8,2.6,0.00 
2019-05-13 21:45:00,0,0,0,22.3,903,3,0.00 
2019-05-13 22:00:00,0,0,0,22.3,903,3,0.00 
2019-05-13 22:15:00,0,0,0,22.4,903.1,2.7,0.00 
2019-05-13 22:30:00,0,1,0,21.9,902.9,3.8,0.00 
2019-05-13 22:45:00,0,0,0,22.1,902.9,3.5,0.00 
2019-05-13 23:00:00,0,0,0,22,902.8,4.6,0.00 
2019-05-13 23:15:00,0,0,0,22.2,902.7,4.5,0.00 
2019-05-13 23:30:00,0,0,0,22.2,902.8,4.1,0.00 
2019-05-13 23:45:00,0,0,0,22.3,902.8,5.9,0.00 
2019-05-14 00:00:00,0,1,0,22,902.9,8.8,0.00 
2019-05-14 00:15:00,0,0,0,21.5,902.7,9.3,0.00 
2019-05-14 00:30:00,0,0,0,21.1,902.4,9.5,0.00 
2019-05-14 00:45:00,0,1,0,20.8,902.4,10.1,0.00 
2019-05-14 01:00:00,0,0,0,21.1,902.5,11.2,0.00 
2019-05-14 01:15:00,0,0,0,20.7,902.4,12.1,0.00 
2019-05-14 01:30:00,0,1,0,20.6,902.8,12.2,0.00 
2019-05-14 01:45:00,0,0,0,20.8,902.8,11.7,0.00 
2019-05-14 02:00:00,0,0,0,21.1,902.7,12.5,0.00 
2019-05-14 02:15:00,0,1,0,20.4,902.9,14.2,0.00 
2019-05-14 02:30:00,0,0,0,20.1,903.5,15,0.00 
2019-05-14 02:45:00,0,1,0,19.8,903.5,15.7,0.00 
2019-05-14 03:00:00,0,0,0,20.5,903.3,15.5,0.00 
2019-05-14 03:15:00,0,1,0,20.3,903.6,15.6,0.00 
2019-05-14 03:30:00,0,0,0,20,903.3,16.7,0.00 
2019-05-14 03:45:00,0,0,0,19.8,903.3,15.2,0.00 
2019-05-14 04:00:00,0,1,0,19.7,903,14.7,0.00 
2019-05-14 04:15:00,0,1,0,19.5,903,15.4,0.00 
2019-05-14 04:30:00,0,0,0,19.1,902.8,15.3,0.00 
2019-05-14 04:45:00,0,1,0,18.5,902.7,16.4,0.00 
2019-05-14 05:00:00,0,1,0,18.3,902.8,17.5,0.00 
2019-05-14 05:15:00,0,1,0,18.1,902.8,17.7,0.00 
2019-05-14 05:30:00,0,0,0,17.2,902.8,20,0.00 
2019-05-14 05:45:00,0,1,0,16.7,902.8,20.9,0.00 
2019-05-14 06:00:00,0,0,0,16.3,902.8,22.8,0.00 
2019-05-14 06:15:00,1,0,1,15.7,902.6,24.2,0.01 
2019-05-14 06:30:00,18,0,19,15.6,902.7,25.1,0.34 
2019-05-14 06:45:00,35,1,36,15.7,902.9,25.4,0.99 
2019-05-14 07:00:00,39,1,39,16.2,902.9,24.2,1.41 
2019-05-14 07:15:00,52,1,48,16.5,903,24.7,1.62 
2019-05-14 07:30:00,69,0,58,16.2,903.4,25.1,2.11 
2019-05-14 07:45:00,86,2,98,16.6,903.4,25.5,3.69 
2019-05-14 08:00:00,102,1,110,16.9,903.5,24.2,4.51 
2019-05-14 08:15:00,109,1,124,16.9,903.5,24.6,6.31 
2019-05-14 08:30:00,155,2,149,17.3,903.7,23.5,7.04 
2019-05-14 08:45:00,284,10,293,17.8,903.8,22.8,8.81 
2019-05-14 09:00:00,147,1,131,17.9,903.7,21.9,7.73 
2019-05-14 09:15:00,164,1,157,17.9,903.6,21.9,8.42 
2019-05-14 09:30:00,306,8,282,18,903.9,22,12.37 
2019-05-14 09:45:00,645,17,631,18.5,904,21.4,15.40 
2019-05-14 10:00:00,567,16,549,19.3,903.9,19.7,19.51 
2019-05-14 10:15:00,733,22,707,19.5,903.5,18,19.80 
2019-05-14 10:30:00,341,9,263,19.7,903.7,17.7,14.74 
2019-05-14 10:45:00,678,18,563,19.7,903.5,17.5,17.31 
2019-05-14 11:00:00,510,6,457,20.2,903.4,17.3,21.14 
2019-05-14 11:15:00,450,9,349,20.7,903.6,15.7,17.34 
2019-05-14 11:30:00,1101,20,989,20.9,903.7,15.5,14.39 
2019-05-14 11:45:00,334,3,234,20.5,903.5,15.7,11.94 
2019-05-14 12:00:00,191,2,211,20.1,904.2,16.2,12.30 
2019-05-14 12:15:00,215,2,194,20.1,904.1,16.2,12.64 
2019-05-14 12:30:00,859,17,713,20.6,904.2,16,13.81 
2019-05-14 12:45:00,1025,26,898,21.2,904.4,14.2,12.52 
2019-05-14 13:00:00,453,5,383,20.7,904.5,15.7,12.56 
2019-05-14 13:15:00,451,7,382,20.6,904.4,15.3,12.61 
2019-05-14 13:30:00,501,6,406,20.6,904.6,15.4,12.52 
2019-05-14 13:45:00,542,6,447,20.4,904.6,17.1,12.71 
2019-05-14 14:00:00,651,19,495,19.3,903.8,25.7,13.18 
2019-05-14 14:15:00,929,24,722,18.7,904.8,26.9,14.12 
2019-05-14 14:30:00,1037,21,805,19.3,905.2,20.2,14.90 
2019-05-14 14:45:00,1024,23,751,18.6,905.5,17.8,15.86 
2019-05-14 15:00:00,1055,23,769,19.8,905.8,18.9,16.24 
2019-05-14 15:15:00,958,23,686,19.5,906.2,18.8,17.67 
2019-05-14 15:30:00,999,24,711,19.3,906.3,18.7,18.56 
2019-05-14 15:45:00,506,11,420,19,906.7,19.5,19.04 
2019-05-14 16:00:00,1050,29,743,18.8,906.5,19.8,16.58 
2019-05-14 16:15:00,769,30,549,17.3,906.9,27.6,15.63 
2019-05-14 16:30:00,764,25,485,16.8,906.9,27.6,14.07 
2019-05-14 16:45:00,702,29,402,17.1,907.6,23.9,12.37 
2019-05-14 17:00:00,573,27,345,17.2,907.4,23.5,12.67 
2019-05-14 17:15:00,588,24,405,17.1,908,24.8,12.76 
2019-05-14 17:30:00,472,18,343,17.1,907.7,24.4,12.97 
2019-05-14 17:45:00,208,3,149,17.2,907.5,23.1,7.88 
2019-05-14 18:00:00,127,1,109,17,908.2,23.3,6.39 
2019-05-14 18:15:00,144,0,135,17.8,908,23.3,8.34 
2019-05-14 18:30:00,140,1,129,18,908.3,21.4,5.53 
2019-05-14 18:45:00,166,3,139,18.2,908.4,14.7,6.90 
2019-05-14 19:00:00,193,3,168,18.8,908,12.4,7.67 
2019-05-14 19:15:00,101,0,79,18.6,908.3,10.7,3.50 
2019-05-14 19:30:00,55,0,44,18.5,908,8.7,1.50 
2019-05-14 19:45:00,28,0,28,18.5,907.8,8,0.89 
2019-05-14 20:00:00,16,0,17,18.4,908.2,6.5,0.50 
2019-05-14 20:15:00,17,0,17,18.3,907.9,5.9,0.38 
2019-05-14 20:30:00,14,0,14,18.3,908.1,1.5,0.13 
2019-05-14 20:45:00,2,1,3,18.1,908.5,1.5,0.00 
2019-05-14 21:00:00,0,1,0,17.8,908.8,1.4,0.00 
2019-05-14 21:15:00,0,1,0,17.4,909.2,2.4,0.00 
2019-05-14 21:30:00,0,1,0,17.3,909.1,2.6,0.00 
2019-05-14 21:45:00,0,0,0,16.6,909.2,3.6,0.00 
2019-05-14 22:00:00,0,1,0,16.4,909.3,3.8,0.00 
2019-05-14 22:15:00,0,0,0,16.1,909.4,4.2,0.00 
2019-05-14 22:30:00,0,0,0,16,909.5,3.9,0.00 
2019-05-14 22:45:00,0,0,0,15.6,909.7,4.7,0.00 
2019-05-14 23:00:00,0,1,0,14.5,910,7.1,0.00 
2019-05-14 23:15:00,0,0,0,14,909.9,7.9,0.00 
2019-05-14 23:30:00,0,0,0,14.1,910,7.7,0.00 
2019-05-14 23:45:00,0,0,0,14.1,910.2,7.7,0.00 
2019-05-15 00:00:00,0,1,0,13.6,910.1,8.6,0.00 
2019-05-15 00:15:00,0,1,0,13,910.2,10.3,0.00 
2019-05-15 00:30:00,0,0,0,12.8,910.3,10.5,0.00 
2019-05-15 00:45:00,0,0,0,12.5,910.4,11.2,0.00 
2019-05-15 01:00:00,0,0,0,12.2,910.4,12.6,0.00 
2019-05-15 01:15:00,0,1,0,12.1,910.4,12.7,0.00 
2019-05-15 01:30:00,0,0,0,11.8,910.4,14.2,0.00 
2019-05-15 01:45:00,0,0,0,11.7,910.3,14,0.00 
2019-05-15 02:00:00,0,0,0,11.7,909.9,13.7,0.00 
2019-05-15 02:15:00,0,1,0,11.7,909.8,13.8,0.00 
2019-05-15 02:30:00,0,0,0,11.5,910,13.3,0.00 
2019-05-15 02:45:00,0,0,0,11.9,909.9,12.7,0.00 
2019-05-15 03:00:00,0,0,0,12,909.7,11.8,0.00 
2019-05-15 03:15:00,0,0,0,11.8,909.6,11.7,0.00 
2019-05-15 03:30:00,0,0,0,11.7,909.7,11.6,0.00 
2019-05-15 03:45:00,0,1,0,11.2,909.8,12.1,0.00 
2019-05-15 04:00:00,0,0,0,11.1,909.6,13.6,0.00 
2019-05-15 04:15:00,0,0,0,11.2,909.4,12,0.00 
2019-05-15 04:30:00,0,1,0,11.1,909.5,11.9,0.00 
2019-05-15 04:45:00,0,1,0,10.9,909.5,12.2,0.00 
2019-05-15 05:00:00,0,1,0,11,909.6,12.9,0.00 
2019-05-15 05:15:00,0,0,0,11.4,909.5,12.7,0.00 
2019-05-15 05:30:00,0,1,0,10.9,909.5,13.6,0.00 
2019-05-15 05:45:00,0,0,0,11.2,909.5,13.9,0.00 
2019-05-15 06:00:00,0,1,0,11,909.4,16,0.00 
2019-05-15 06:15:00,1,0,1,11.2,909.3,16.5,0.00 
2019-05-15 06:30:00,9,0,9,11,909.4,17,0.06 
2019-05-15 06:45:00,28,3,32,10.3,909.5,18.3,0.49 
2019-05-15 07:00:00,51,8,64,11,909.3,16.3,1.08 
2019-05-15 07:15:00,74,11,103,11.2,909.5,15.5,1.62 
2019-05-15 07:30:00,98,12,147,11.3,909.6,15,2.16 
2019-05-15 07:45:00,111,13,197,11.8,909.5,13.9,3.13 
2019-05-15 08:00:00,157,13,251,12.7,909.3,12.9,4.71 
2019-05-15 08:15:00,213,12,305,13.6,909.3,11.8,7.05 
2019-05-15 08:30:00,264,13,361,14.9,909.3,9.9,9.86 
2019-05-15 08:45:00,322,13,420,15.7,909.2,8.6,12.64 
2019-05-15 09:00:00,395,13,480,16.6,909.1,7.3,15.57 
2019-05-15 09:15:00,466,14,526,17.4,909,6.3,18.35 
2019-05-15 09:30:00,538,14,570,18.6,908.9,2.9,21.03 
2019-05-15 09:45:00,603,15,611,18.9,908.7,3,23.60 
2019-05-15 10:00:00,660,15,657,19.5,908.4,1.7,26.06 
2019-05-15 10:15:00,705,18,686,19,908.2,2.2,28.21 
2019-05-15 10:30:00,736,18,709,19.2,908.2,2.5,30.44 
2019-05-15 10:45:00,777,17,739,19.1,908,2.5,32.30 
2019-05-15 11:00:00,811,17,757,19.9,908.1,3.1,33.88 
2019-05-15 11:15:00,856,18,788,19.9,907.7,3.3,35.36 
2019-05-15 11:30:00,893,18,817,20.1,907.8,3.2,36.79 
2019-05-15 11:45:00,921,16,843,20.6,907.6,3,38.03 
2019-05-15 12:00:00,942,18,869,21.3,907.6,2.7,38.98 
2019-05-15 12:15:00,956,16,886,22,907.3,2.4,39.68 
2019-05-15 12:30:00,986,19,901,20.9,907.1,3.2,40.34 
2019-05-15 12:45:00,1013,18,913,22.3,906.9,2.4,40.85 
2019-05-15 13:00:00,1029,19,920,22.2,906.7,2.4,31.88 
2019-05-15 13:15:00,1042,17,927,22.3,906.5,2.6,32.96 
2019-05-15 13:30:00,1048,19,924,22,906.2,3,31.96 
2019-05-15 13:45:00,1046,19,913,22.6,906.1,3.2,27.70 
2019-05-15 14:00:00,1044,18,895,22.8,905.8,3.1,27.84 
2019-05-15 14:15:00,1031,20,870,23.2,905.4,3,26.55 
2019-05-15 14:30:00,1018,18,835,23,905.3,3.9,25.94 
2019-05-15 14:45:00,998,22,798,23.1,904.9,3.2,23.08 
2019-05-15 15:00:00,976,20,761,23.9,904.7,3,22.82 
2019-05-15 15:15:00,959,22,732,23.9,904.4,3.9,22.69 
2019-05-15 15:30:00,940,27,697,23.8,904,3.5,21.70 
2019-05-15 15:45:00,894,25,646,24.4,904.2,3.5,18.69 
2019-05-15 16:00:00,842,22,591,25.4,904,2.8,18.05 
2019-05-15 16:15:00,808,29,548,24.9,903.7,3.2,17.41 
2019-05-15 16:30:00,748,25,490,25.4,903.3,3.3,17.42 
2019-05-15 16:45:00,709,27,442,25.2,903.2,3.5,17.39 
2019-05-15 17:00:00,679,595,327,25.9,903,3.2,17.29 
2019-05-15 17:15:00,634,573,96,25.1,902.8,4,17.27 
2019-05-15 17:30:00,590,578,91,25.3,902.7,3.4,16.84 
2019-05-15 17:45:00,523,557,87,25.6,902.5,3.1,18.11 
2019-05-15 18:00:00,440,544,77,26.2,902.5,2.5,17.02 
2019-05-15 18:15:00,368,527,74,25.6,902.2,3.1,14.14 
2019-05-15 18:30:00,294,501,68,25.5,902,3.4,11.19 
2019-05-15 18:45:00,229,450,64,25.9,902,2.8,8.46 
2019-05-15 19:00:00,176,397,62,26.2,902.1,2.8,6.12 
2019-05-15 19:15:00,129,374,59,25.9,902,2.5,4.21 
2019-05-15 19:30:00,99,327,50,25.8,902.1,3.3,2.68 
2019-05-15 19:45:00,78,252,42,25.4,902.2,3.1,1.80 
2019-05-15 20:00:00,56,183,34,25.1,902,3.9,1.27 
2019-05-15 20:15:00,32,86,24,24.7,902,4.1,0.75 
2019-05-15 20:30:00,13,23,12,24.4,902.2,4.4,0.21 
2019-05-15 20:45:00,0,1,2,23.9,902.1,4.6,0.00 
2019-05-15 21:00:00,0,1,0,23.2,902,5.4,0.00 
2019-05-15 21:15:00,0,0,0,23.1,901.8,5.9,0.00 
2019-05-15 21:30:00,0,0,0,23.1,902,6.1,0.00 
2019-05-15 21:45:00,0,1,0,22.9,902,5.8,0.00 
2019-05-15 22:00:00,0,0,0,22.8,902.2,5.9,0.00 
2019-05-15 22:15:00,0,0,0,22.5,902,6.4,0.00 
2019-05-15 22:30:00,0,0,0,22.3,902.1,6.6,0.00 
2019-05-15 22:45:00,0,0,0,22.3,902.1,6.5,0.00 
2019-05-15 23:00:00,0,0,0,22.4,902,6.4,0.00 
2019-05-15 23:15:00,0,1,0,21.9,902,6.9,0.00 
2019-05-15 23:30:00,0,1,0,20.9,901.8,8,0.00 
2019-05-15 23:45:00,0,4,0,20.6,901.9,7.8,0.00 
2019-05-16 00:00:00,0,0,0,21,901.7,7.8,0.00 
2019-05-16 00:15:00,0,1,0,19.6,901.5,9.3,0.00 
2019-05-16 00:30:00,0,0,0,20.3,901.5,9,0.00 
2019-05-16 00:45:00,0,0,0,19.9,901.5,9.1,0.00 
2019-05-16 01:00:00,0,1,0,19.3,901.3,9.9,0.00 
2019-05-16 01:15:00,0,0,0,19.7,901.2,9.2,0.00 
2019-05-16 01:30:00,0,0,0,19.1,901,10,0.00 
2019-05-16 01:45:00,0,1,0,18.8,900.8,10.5,0.00 
2019-05-16 02:00:00,0,1,0,17.7,900.8,11.6,0.00 
2019-05-16 02:15:00,0,1,0,17.5,900.5,12,0.00 
2019-05-16 02:30:00,0,1,0,16.4,900.3,13.4,0.00 
2019-05-16 02:45:00,0,0,0,17.2,900.2,12.7,0.00 
2019-05-16 03:00:00,0,0,0,17.6,900.1,12,0.00 
2019-05-16 03:15:00,0,0,0,18,899.9,11.7,0.00 
2019-05-16 03:30:00,0,1,0,17.3,899.9,12.4,0.00 
2019-05-16 03:45:00,0,1,0,15.6,900.1,16.6,0.00 
2019-05-16 04:00:00,0,0,0,15.7,900,22.8,0.00 
2019-05-16 04:15:00,0,0,0,15.4,899.9,26.1,0.00 
2019-05-16 04:30:00,0,0,0,15.3,899.8,27.9,0.00 
2019-05-16 04:45:00,0,0,0,15.4,899.9,29,0.00 
2019-05-16 05:00:00,0,0,0,15.1,900,29.4,0.00 
2019-05-16 05:15:00,0,0,0,15.2,899.7,30.4,0.00 
2019-05-16 05:30:00,0,0,0,14.9,900.3,31.2,0.00 
2019-05-16 05:45:00,0,0,0,14.9,899.9,31.1,0.00 
2019-05-16 06:00:00,0,0,0,15.2,899.5,30.1,0.00 
2019-05-16 06:15:00,1,0,1,14.9,900.4,31.9,0.00 
2019-05-16 06:30:00,9,0,9,14.8,900.1,32.4,0.05 
2019-05-16 06:45:00,24,2,23,14.7,900.5,32.5,0.51 
2019-05-16 07:00:00,45,14,41,15,901,31.9,1.19 
2019-05-16 07:15:00,71,34,59,15.1,900.9,32.3,1.95 
2019-05-16 07:30:00,99,56,75,15.2,901.3,31.8,2.79 
2019-05-16 07:45:00,138,83,97,15.5,901,31.5,4.44 
2019-05-16 08:00:00,175,73,125,15.9,901,30.5,6.61 
2019-05-16 08:15:00,174,43,131,15.8,901.3,30,7.16 
2019-05-16 08:30:00,300,102,183,16.1,901.3,28.4,9.19 
2019-05-16 08:45:00,210,12,179,16.4,901.4,27.4,11.25 
2019-05-16 09:00:00,176,4,149,16.6,900.8,26.4,9.88 
2019-05-16 09:15:00,369,86,206,16.8,901.2,25.7,12.58 
2019-05-16 09:30:00,204,2,167,16.9,901.4,25.4,13.69 
2019-05-16 09:45:00,158,3,145,17,901.7,24.5,10.83 
2019-05-16 10:00:00,182,3,162,17.4,901.9,23,11.27 
2019-05-16 10:15:00,401,44,254,17.8,902,23.3,17.91 
2019-05-16 10:30:00,874,260,337,17.4,902,23.5,17.52 
2019-05-16 10:45:00,831,260,282,18.4,902.2,20.9,19.88 
2019-05-16 11:00:00,807,299,178,19.3,902.1,19.7,16.64 
2019-05-16 11:15:00,859,358,151,19,902.1,18.6,15.72 
2019-05-16 11:30:00,902,375,143,20.2,902,16.9,15.95 
2019-05-16 11:45:00,944,370,139,20.2,901.7,16.3,15.57 
2019-05-16 12:00:00,971,392,136,20.8,901.8,15.7,15.19 
2019-05-16 12:15:00,987,421,136,21.6,901.7,14.3,13.56 
2019-05-16 12:30:00,1013,589,138,22.1,901.4,14.2,13.59 
2019-05-16 12:45:00,1023,555,177,22.5,901.3,13.4,13.66 
2019-05-16 13:00:00,336,35,175,22.7,901.1,13,13.64 
2019-05-16 13:15:00,1119,631,167,23.1,901.2,12.2,13.64 
2019-05-16 13:30:00,1048,534,150,23.6,901.1,11.2,13.90 
2019-05-16 13:45:00,1090,650,132,23.8,901,11.5,14.15 
2019-05-16 14:00:00,1076,636,136,23.9,900.8,10.3,14.14 
2019-05-16 14:15:00,1083,622,144,24.5,900.8,8.9,14.12 
2019-05-16 14:30:00,1073,633,142,25.6,900.6,8.9,14.11 
2019-05-16 14:45:00,1030,624,137,24.9,900.3,8.8,14.11 
2019-05-16 15:00:00,1023,622,141,25.7,900.4,8.2,13.60 
2019-05-16 15:15:00,1008,582,173,25.5,900.1,8.3,13.85 
2019-05-16 15:30:00,975,578,180,25.4,900,8.8,13.97 
2019-05-16 15:45:00,726,338,219,25.3,900,8.8,13.71 
2019-05-16 16:00:00,837,421,264,24.8,899.8,9.8,13.57 
2019-05-16 16:15:00,532,207,218,25.3,899.9,10,13.59 
2019-05-16 16:30:00,470,179,178,24.7,899.9,10,13.70 
2019-05-16 16:45:00,748,524,203,26,900,8.3,14.32 
2019-05-16 17:00:00,340,30,262,25,899.9,9.6,12.88 
2019-05-16 17:15:00,322,26,256,25.3,900,8.6,13.91 
2019-05-16 17:30:00,694,533,206,25.1,900,9,16.25 
2019-05-16 17:45:00,568,570,111,25,900.1,8.6,14.44 
2019-05-16 18:00:00,472,521,112,24.9,900.2,7.5,15.58 
2019-05-16 18:15:00,403,531,97,24.1,900.3,8.4,14.46 
2019-05-16 18:30:00,140,105,66,24.2,900.3,8.9,10.88 
2019-05-16 18:45:00,246,442,80,23.7,900.4,8.8,7.20 
2019-05-16 19:00:00,206,404,86,23.1,900.5,9.6,7.05 
2019-05-16 19:15:00,62,11,42,22.3,900.9,10.3,2.07 
2019-05-16 19:30:00,49,20,40,21.9,900.9,10.5,1.27 
2019-05-16 19:45:00,41,9,36,21.3,901.2,11.5,1.04 
2019-05-16 20:00:00,44,1,38,21,901.5,11.7,1.25 
2019-05-16 20:15:00,24,2,27,20.7,901.3,12.1,0.70 
2019-05-16 20:30:00,15,17,17,20.1,901.6,12.8,0.19 
2019-05-16 20:45:00,4,1,5,19.6,901.6,13.1,0.00 
2019-05-16 21:00:00,0,1,0,19,901.6,11.5,0.00 
2019-05-16 21:15:00,0,1,0,18.5,901.4,12.1,0.00 
2019-05-16 21:30:00,0,0,0,18.3,901.5,11.6,0.00 
2019-05-16 21:45:00,0,1,0,17.8,901.8,13.7,0.00 
2019-05-16 22:00:00,0,1,0,17.3,902.1,14.4,0.00 
2019-05-16 22:15:00,0,0,0,16.7,902.2,14.3,0.00 
2019-05-16 22:30:00,0,0,0,16.4,901.8,14.7,0.00 
2019-05-16 22:45:00,0,0,0,16,902,14.3,0.00 
