Time(year-month-day h:m:s),Total solar irradiance (W/m2),Direct normal irradiance (W/m2),Global horicontal irradiance (W/m2),Air temperature  (°C) ,Atmosphere (hpa),Relative humidity (%),Power (MW)
2019-07-05 20:15:00,287.91,207.72,183.22,32.61,853.24,9.71,17.23 
2019-07-05 20:30:00,209.75,151.33,129.32,32.5,853.27,9.68,14.34 
2019-07-05 20:45:00,194.03,140,122.15,32.15,853.34,9.79,12.12 
2019-07-05 21:00:00,122.44,88.34,73.75,31.78,853.46,10.21,8.31 
2019-07-05 21:15:00,83.03,59.91,49.66,29.75,853.37,10.31,5.56 
2019-07-05 21:30:00,61.47,44.35,35.72,29.51,853.34,10.55,3.99 
2019-07-05 21:45:00,36.04,26,20.07,29.17,853.35,10.81,1.66 
2019-07-05 22:00:00,6.51,4.69,3.04,28.96,853.5,11.2,0.29 
2019-07-05 22:15:00,0,0,0,28.46,853.62,11.87,0.38 
2019-07-05 22:30:00,0,0,0,28.05,853.69,12.57,0.33 
2019-07-05 22:45:00,0,0,0,27.66,853.76,13.39,0.33 
2019-07-05 23:00:00,0,0,0,27.35,853.87,14.03,0.33 
2019-07-05 23:15:00,0,0,0,27.05,853.9,14.72,0.33 
2019-07-05 23:30:00,0,0,0,26.91,853.94,14.77,0.33 
2019-07-05 23:45:00,0,0,0,26.65,854.05,15.16,0.27 
2019-07-06 00:00:00,0,0,0,26.41,854,15.58,0.23 
2019-07-06 00:15:00,0,0,0,25.9,854.06,16.69,0.24 
2019-07-06 00:30:00,0,0,0,26.04,854.01,16.43,0.23 
2019-07-06 00:45:00,0,0,0,25.89,853.92,16.79,0.23 
2019-07-06 01:00:00,0,0,0,25.52,853.82,17.56,0.23 
2019-07-06 01:15:00,0,0,0,25.03,853.77,18.57,0.23 
2019-07-06 01:30:00,0,0,0,24.96,853.8,18.63,0.23 
2019-07-06 01:45:00,0,0,0,25.09,853.77,18.19,0.24 
2019-07-06 02:00:00,0,0,0,24.74,853.8,18.81,0.24 
2019-07-06 02:15:00,0,0,0,24.53,853.78,19.35,0.24 
2019-07-06 02:30:00,0,0,0,24.35,853.8,19.64,0.24 
2019-07-06 02:45:00,0,0,0,24.27,853.77,19.76,0.23 
2019-07-06 03:00:00,0,0,0,23.82,853.75,20.59,0.24 
2019-07-06 03:15:00,0,0,0,24.1,853.74,19.79,0.23 
2019-07-06 03:30:00,0,0,0,23.73,853.7,20.63,0.24 
2019-07-06 03:45:00,0,0,0,23.22,853.71,21.61,0.24 
2019-07-06 04:00:00,0,0,0,22.99,853.73,21.79,0.24 
2019-07-06 04:15:00,0,0,0,23.6,853.56,20.92,0.24 
2019-07-06 04:30:00,0,0,0,23.63,853.58,20.76,0.24 
2019-07-06 04:45:00,0,0,0,24.03,853.7,19.97,0.24 
2019-07-06 05:00:00,0,0,0,23.99,853.83,19.99,0.24 
2019-07-06 05:15:00,0,0,0,23.88,853.88,20.15,0.24 
2019-07-06 05:30:00,0,0,0,23.75,853.85,20.59,0.24 
2019-07-06 05:45:00,0,0,0,23.62,853.87,20.98,0.24 
2019-07-06 06:00:00,0,0,0,23.54,853.94,20.73,0.24 
2019-07-06 06:15:00,0,0,0,23.49,854.01,21.1,0.24 
2019-07-06 06:30:00,0,0,0,23.52,854.12,21.33,0.23 
2019-07-06 06:45:00,0,0,0,23.42,854.14,21.58,0.24 
2019-07-06 07:00:00,0,0,0,23.22,854.16,21.92,0.24 
2019-07-06 07:15:00,0,0,0,23.25,854.22,21.69,0.25 
2019-07-06 07:30:00,0,0,0,23.03,854.28,22.25,0.28 
2019-07-06 07:45:00,8.37,6.04,4.76,22.87,854.25,22.46,1.35 
2019-07-06 08:00:00,29.99,21.64,19.57,22.78,854.34,22.85,2.82 
2019-07-06 08:15:00,64.73,46.71,42.72,23.06,854.47,22.67,4.24 
2019-07-06 08:30:00,105.7,76.26,70.04,23.68,854.49,21.74,5.53 
2019-07-06 08:45:00,146.93,106.01,96.92,24.47,854.59,20.47,7.69 
2019-07-06 09:00:00,192,138.53,126.48,25.46,854.74,19.36,11.36 
2019-07-06 09:15:00,248,178.93,158.96,26.08,854.75,17.33,16.24 
2019-07-06 09:30:00,306.96,221.47,194.88,26.79,854.81,16.24,21.97 
2019-07-06 09:45:00,354.7,255.92,225.51,27.66,854.94,15.34,28.53 
2019-07-06 10:00:00,402.36,290.3,258.77,25.5,854.94,21.36,35.25 
2019-07-06 10:15:00,451.33,325.64,293.89,24.75,854.97,23.25,41.96 
2019-07-06 10:30:00,490.64,354,322.76,25.57,855.04,21.56,48.39 
2019-07-06 10:45:00,524.31,378.29,344.71,26.21,855.1,19.52,54.23 
2019-07-06 11:00:00,556.19,401.29,363.68,26.57,855.07,20.36,59.46 
2019-07-06 11:15:00,582.19,420.05,374.26,28.06,855.09,18.06,64.61 
2019-07-06 11:30:00,621.62,448.5,383,28.78,855.04,17.33,69.37 
2019-07-06 11:45:00,649.3,468.47,359.92,29.53,854.93,17.94,74.14 
2019-07-06 12:00:00,688.77,496.95,303.59,30.09,854.92,14.35,78.47 
2019-07-06 12:15:00,730.21,526.84,210.15,30.85,854.86,12.43,82.73 
2019-07-06 12:30:00,761.39,549.35,139.13,30.87,854.78,12.48,86.29 
2019-07-06 12:45:00,787.88,568.46,110.04,31.32,854.79,11.78,89.22 
2019-07-06 13:00:00,805.83,581.41,104.44,31.64,854.76,11.12,91.26 
2019-07-06 13:15:00,823.85,594.41,98.81,31.61,854.78,11.95,90.33 
2019-07-06 13:30:00,839.81,605.92,95.99,31.78,854.75,11.76,92.90 
2019-07-06 13:45:00,863.85,623.27,92.01,32,854.63,12.45,95.74 
2019-07-06 14:00:00,878.52,633.85,90.7,31.92,854.48,12.08,95.23 
2019-07-06 14:15:00,879.63,634.66,91.38,32.3,854.33,12.31,93.89 
2019-07-06 14:30:00,883.71,637.59,92.92,31.43,854.3,11.65,93.25 
2019-07-06 14:45:00,895.68,646.23,92.96,31.76,854.08,10.44,93.29 
2019-07-06 15:00:00,896.83,647.06,91.91,32.63,853.94,10.12,96.09 
2019-07-06 15:15:00,885.93,639.2,88.15,32.37,853.87,8.63,96.02 
2019-07-06 15:30:00,880.23,635.09,86.75,32.38,853.63,9.24,95.95 
2019-07-06 15:45:00,863.44,622.97,84.56,32.68,853.43,10.16,95.39 
2019-07-06 16:00:00,849.48,612.9,85.12,32.49,853.27,9.79,94.56 
2019-07-06 16:15:00,835.83,603.05,83.07,32.32,853.08,10.34,92.83 
2019-07-06 16:30:00,820.49,591.98,81.76,32.55,852.89,10.09,89.89 
2019-07-06 16:45:00,803.45,579.69,79.96,32.56,852.76,9.17,86.55 
2019-07-06 17:00:00,778.3,561.54,81.04,32.87,852.64,8.5,83.68 
2019-07-06 17:15:00,777.95,561.29,79.61,32.93,852.57,5.89,80.30 
2019-07-06 17:30:00,729.99,526.69,78,33.05,852.43,6.57,76.74 
2019-07-06 17:45:00,721.61,520.64,77.25,32.57,852.28,88.14,72.58 
2019-07-06 18:00:00,687.13,495.76,95.44,32.48,852.14,2.73,67.14 
2019-07-06 18:15:00,648.9,468.18,148.84,33.24,852.08,2.61,61.75 
2019-07-06 18:30:00,610.95,440.8,232.48,33.17,851.89,2.84,55.96 
2019-07-06 18:45:00,568.73,410.34,293.27,33.37,851.64,3.08,50.05 
2019-07-06 19:00:00,529.99,382.39,319.85,33.74,851.6,2.43,43.49 
2019-07-06 19:15:00,486.46,350.98,315.84,33.99,851.55,1.99,37.18 
2019-07-06 19:30:00,437.5,315.66,293.18,33.68,851.54,4.38,30.54 
2019-07-06 19:45:00,387.26,279.41,263.84,33.49,851.54,3.53,23.68 
2019-07-06 20:00:00,330.59,238.52,226.62,33.69,851.45,6.2,17.41 
2019-07-06 20:15:00,276.16,199.25,190.13,33.33,851.55,6.98,11.92 
2019-07-06 20:30:00,227.17,163.91,158.56,33.11,851.57,6.85,8.19 
2019-07-06 20:45:00,187.54,135.31,131,32.94,851.69,6.99,6.37 
2019-07-06 21:00:00,136.02,98.14,93.11,33,851.77,6.97,5.08 
2019-07-06 21:15:00,95.17,68.67,65.51,32.62,851.82,6.62,3.09 
2019-07-06 21:30:00,48.43,34.94,31.3,32.03,851.97,6.85,2.00 
2019-07-06 21:45:00,14.86,10.72,8.77,30.61,852.09,9.46,0.46 
2019-07-06 22:00:00,0,0,0,30.14,852.15,12.79,0.34 
2019-07-06 22:15:00,0,0,0,29.19,852.1,14.72,0.33 
2019-07-06 22:30:00,0,0,0,28.9,852.16,14.99,0.33 
2019-07-06 22:45:00,0,0,0,27.9,852.21,16.68,0.34 
2019-07-06 23:00:00,0,0,0,27.32,852.3,17.9,0.33 
2019-07-06 23:15:00,0,0,0,27.14,852.41,18.54,0.33 
2019-07-06 23:30:00,0,0,0,27.15,852.48,18.23,0.33 
2019-07-06 23:45:00,0,0,0,27.14,852.59,17.73,0.27 
2019-07-07 00:00:00,0,0,0,26.77,852.63,18.34,0.23 
2019-07-07 00:15:00,0,0,0,27.02,852.66,18.06,0.24 
2019-07-07 00:30:00,0,0,0,27.23,852.63,17.57,0.24 
2019-07-07 00:45:00,0,0,0,27.05,852.6,18.33,0.23 
2019-07-07 01:00:00,0,0,0,26.87,852.56,19.13,0.23 
2019-07-07 01:15:00,0,0,0,26.72,852.57,19.9,0.24 
2019-07-07 01:30:00,0,0,0,26.58,852.5,20.1,0.24 
2019-07-07 01:45:00,0,0,0,26.34,852.47,20.62,0.23 
2019-07-07 02:00:00,0,0,0,26.19,852.38,20.9,0.23 
2019-07-07 02:15:00,0,0,0,26.07,852.36,21.01,0.23 
2019-07-07 02:30:00,0,0,0,26.4,852.29,20.25,0.23 
2019-07-07 02:45:00,0,0,0,26.38,852.35,20.05,0.23 
2019-07-07 03:00:00,0,0,0,25.96,852.42,20.96,0.24 
2019-07-07 03:15:00,0,0,0,25.58,852.36,21.63,0.24 
2019-07-07 03:30:00,0,0,0,25.37,852.36,21.9,0.24 
2019-07-07 03:45:00,0,0,0,24.94,852.35,22.48,0.24 
2019-07-07 04:00:00,0,0,0,23.84,852.54,24.53,0.24 
2019-07-07 04:15:00,0,0,0,23.09,852.61,26.87,0.24 
2019-07-07 04:30:00,0,0,0,22.21,852.63,29.35,0.24 
2019-07-07 04:45:00,0,0,0,22.18,852.62,28.97,0.24 
2019-07-07 05:00:00,0,0,0,21.99,852.63,28.53,0.24 
2019-07-07 05:15:00,0,0,0,21.76,852.5,28.5,0.23 
2019-07-07 05:30:00,0,0,0,21.64,852.46,29.27,0.23 
2019-07-07 05:45:00,0,0,0,21.48,852.5,29.56,0.24 
2019-07-07 06:00:00,0,0,0,21.56,852.49,28.9,0.24 
2019-07-07 06:15:00,0,0,0,21.64,852.51,28.01,0.24 
2019-07-07 06:30:00,0,0,0,21.52,852.61,27.87,0.23 
2019-07-07 06:45:00,0,0,0,21.21,852.62,28.57,0.24 
2019-07-07 07:00:00,0,0,0,21.56,852.66,28.08,0.24 
2019-07-07 07:15:00,0,0,0,21.18,852.7,29.01,0.25 
2019-07-07 07:30:00,0,0,0,21.54,852.8,27.99,0.31 
2019-07-07 07:45:00,11.43,8.25,6.66,21.82,852.98,27.76,1.80 
2019-07-07 08:00:00,32.74,23.63,19.44,22.11,853.08,27.93,3.03 
2019-07-07 08:15:00,41.33,29.82,24.42,22.11,853.19,28.51,3.82 
2019-07-07 08:30:00,61.49,44.37,36.96,22.72,853.27,27.41,6.44 
2019-07-07 08:45:00,127.97,92.33,79.75,23.25,853.37,26.96,9.26 
2019-07-07 09:00:00,153.75,110.93,94.75,24.39,853.46,25.48,12.42 
2019-07-07 09:15:00,201.2,145.17,124.07,25.97,853.52,22.8,15.77 
2019-07-07 09:30:00,268.99,194.07,166.24,26.36,853.58,21.76,21.60 
2019-07-07 09:45:00,330.87,238.73,204.54,26.41,853.6,22.33,28.00 
2019-07-07 10:00:00,379.72,273.97,235.29,26.62,853.68,22,33.89 
2019-07-07 10:15:00,431.09,311.03,270.28,26.83,853.71,22.82,40.27 
2019-07-07 10:30:00,465.24,335.67,292.64,27.58,853.74,21.65,46.21 
2019-07-07 10:45:00,502.13,362.28,316.11,27.7,853.66,21.7,52.11 
2019-07-07 11:00:00,537.03,387.47,335.67,28.15,853.67,21.05,57.91 
2019-07-07 11:15:00,570.73,411.78,350.71,28.34,853.6,20.72,63.51 
2019-07-07 11:30:00,605.51,436.87,357.86,28.55,853.53,21.55,68.59 
2019-07-07 11:45:00,638.67,460.8,342.39,28.87,853.48,20.73,73.32 
2019-07-07 12:00:00,676.53,488.11,292.52,29.02,853.48,20.39,77.76 
2019-07-07 12:15:00,707.11,510.18,212.79,29.5,853.45,20.1,81.92 
2019-07-07 12:30:00,738.93,533.14,159.81,29.8,853.47,18.9,85.17 
2019-07-07 12:45:00,763.48,550.85,139.79,29.79,853.39,17.72,88.29 
2019-07-07 13:00:00,783.54,565.32,134.49,30.4,853.27,16.99,91.11 
2019-07-07 13:15:00,801.46,578.25,131.24,30.55,853.21,16.27,92.73 
2019-07-07 13:30:00,821.73,592.88,130.5,30.58,853.14,14.65,93.52 
2019-07-07 13:45:00,830.58,599.26,130.66,31.57,852.97,15.04,95.13 
2019-07-07 14:00:00,849.22,612.71,129.27,31.33,852.79,13.73,95.50 
2019-07-07 14:15:00,852.79,615.29,127.42,31.58,852.61,13.32,95.75 
2019-07-07 14:30:00,845.83,610.26,125.55,31.87,852.4,14.29,95.18 
2019-07-07 14:45:00,874.58,631.01,123.21,33.15,852.3,9.69,96.01 
2019-07-07 15:00:00,883.01,637.09,120.89,33.42,852.32,8.86,96.36 
2019-07-07 15:15:00,880.23,635.09,119.93,33.49,852.31,11.41,96.75 
2019-07-07 15:30:00,864.99,624.09,119.17,33.72,852.25,10.31,97.16 
2019-07-07 15:45:00,855.04,616.91,115.53,33.93,852.21,9.74,96.13 
2019-07-07 16:00:00,837.56,604.3,114.75,33.71,852.05,11.77,93.83 
2019-07-07 16:15:00,831.11,599.65,112.08,34.54,851.99,8.67,91.91 
2019-07-07 16:30:00,806.75,582.07,111.67,33.47,851.96,8.25,89.38 
2019-07-07 16:45:00,799.98,577.19,112.91,34.87,851.93,5.72,86.52 
2019-07-07 17:00:00,764.29,551.43,125.82,34.64,851.93,8.93,81.87 
2019-07-07 17:15:00,757.21,546.32,116.32,34.58,851.92,7.67,78.15 
2019-07-07 17:30:00,737.41,532.04,120.97,34.79,851.76,7.21,67.70 
2019-07-07 17:45:00,504.51,364.01,122.07,34.72,851.74,4.13,68.69 
2019-07-07 18:00:00,535.65,386.47,141.38,35.13,851.76,5.77,47.52 
2019-07-07 18:15:00,626.51,452.03,174.25,34.71,851.76,4.66,60.48 
2019-07-07 18:30:00,527.98,380.94,209.29,34.52,851.76,4.49,42.45 
2019-07-07 18:45:00,288.53,208.17,141.89,34.8,851.78,5.63,34.92 
2019-07-07 19:00:00,521.85,376.51,295.16,34,851.75,4.92,34.77 
2019-07-07 19:15:00,393.28,283.75,234.21,34.39,851.7,5.04,32.89 
2019-07-07 19:30:00,406.72,293.45,250.62,33.44,851.72,7.63,22.88 
2019-07-07 19:45:00,206.83,149.23,118.32,33.77,851.73,7.67,21.20 
2019-07-07 20:00:00,210.31,151.74,120.2,33.95,851.72,7.38,14.74 
2019-07-07 20:15:00,144.53,104.28,80.84,33.23,851.68,8.26,12.13 
2019-07-07 20:30:00,73.91,53.32,41.29,33.07,851.74,8.18,5.33 
2019-07-07 20:45:00,38.08,27.47,23.12,32.62,851.84,7.96,3.85 
2019-07-07 21:00:00,31.53,22.75,18.67,32.56,851.98,8.08,2.85 
2019-07-07 21:15:00,21.75,15.69,12.75,32.26,852.12,8.79,2.16 
2019-07-07 21:30:00,15.55,11.22,9.09,32.02,852.26,9.63,1.17 
2019-07-07 21:45:00,2.93,2.11,2.19,31.67,852.41,10.53,0.24 
2019-07-07 22:00:00,0,0,0,31.19,852.52,11.69,0.34 
2019-07-07 22:15:00,0,0,0,30.69,852.8,13.31,0.33 
2019-07-07 22:30:00,0,0,0,29.14,852.97,21.6,0.34 
2019-07-07 22:45:00,0,0,0,28.73,853.39,22.91,0.33 
2019-07-07 23:00:00,0,0,0,28.38,853.72,23.8,0.33 
2019-07-07 23:15:00,0,0,0,28.06,853.9,24.24,0.33 
2019-07-07 23:30:00,0,0,0,27.44,854.41,25.07,0.33 
2019-07-07 23:45:00,0,0,0,27.16,854.68,25.64,0.23 
2019-07-08 00:00:00,0,0,0,27.14,854.89,25.81,0.23 
2019-07-08 00:15:00,0,0,0,26.93,855.02,27.64,0.23 
2019-07-08 00:30:00,0,0,0,26.27,855.07,29.29,0.23 
2019-07-08 00:45:00,0,0,0,25.86,854.95,30.47,0.23 
2019-07-08 01:00:00,0,0,0,25.53,854.92,31.32,0.23 
2019-07-08 01:15:00,0,0,0,25.3,854.94,31.66,0.23 
2019-07-08 01:30:00,0,0,0,25.21,854.83,30.76,0.23 
2019-07-08 01:45:00,0,0,0,24.99,854.95,31.61,0.23 
2019-07-08 02:00:00,0,0,0,24.77,855.5,30.65,0.23 
2019-07-08 02:15:00,0,0,0,24.81,855.52,29.73,0.23 
2019-07-08 02:30:00,0,0,0,24.54,855.73,30.74,0.24 
2019-07-08 02:45:00,0,0,0,24.42,855.8,31.31,0.24 
2019-07-08 03:00:00,0,0,0,24.3,856,31.39,0.23 
2019-07-08 03:15:00,0,0,0,24.2,855.89,31.52,0.23 
2019-07-08 03:30:00,0,0,0,23.95,855.92,32.18,0.23 
2019-07-08 03:45:00,0,0,0,23.8,856.08,32.62,0.23 
2019-07-08 04:00:00,0,0,0,23.71,855.98,32.92,0.24 
2019-07-08 04:15:00,0,0,0,23.65,856,32.95,0.24 
2019-07-08 04:30:00,0,0,0,23.6,856.2,33.1,0.24 
2019-07-08 04:45:00,0,0,0,23.35,856.27,34.12,0.24 
2019-07-08 05:00:00,0,0,0,23.3,856.31,34.43,0.23 
2019-07-08 05:15:00,0,0,0,23.18,856.51,35.04,0.24 
2019-07-08 05:30:00,0,0,0,23.04,856.62,35.64,0.24 
2019-07-08 05:45:00,0,0,0,22.92,856.72,35.67,0.24 
2019-07-08 06:00:00,0,0,0,22.91,856.76,35.5,0.24 
2019-07-08 06:15:00,0,0,0,22.69,856.97,36.29,0.24 
2019-07-08 06:30:00,0,0,0,22.65,857.03,36.6,0.24 
2019-07-08 06:45:00,0,0,0,22.32,857.1,37.46,0.24 
2019-07-08 07:00:00,0,0,0,22.18,857.33,37.95,0.24 
2019-07-08 07:15:00,0,0,0,22.01,857.49,38.47,0.25 
2019-07-08 07:30:00,0,0,0,21.91,857.61,38.9,0.25 
2019-07-08 07:45:00,1.88,1.36,0.93,21.88,857.66,39.12,1.16 
2019-07-08 08:00:00,27.09,19.54,14.87,22.13,857.7,38.67,3.98 
2019-07-08 08:15:00,51.45,37.12,28.46,22.58,857.74,37.56,6.32 
2019-07-08 08:30:00,70.51,50.87,39.29,22.88,857.81,36.97,8.74 
2019-07-08 08:45:00,102.76,74.14,57.28,23.29,857.83,35.47,11.73 
2019-07-08 09:00:00,113.25,81.71,62.15,23.62,857.86,34.63,12.97 
2019-07-08 09:15:00,122.75,88.56,66.42,23.63,857.99,34.86,14.81 
2019-07-08 09:30:00,138.09,99.63,73.58,23.85,858.07,34.49,16.38 
2019-07-08 09:45:00,155.12,111.92,83.22,24.1,858.07,33.44,22.08 
2019-07-08 10:00:00,212.03,152.98,115.69,24.45,858.18,32.14,34.25 
2019-07-08 10:15:00,396.21,285.86,224.89,25.01,858.28,30.92,51.23 
2019-07-08 10:30:00,530.81,382.98,304.06,25.62,858.38,29.76,52.94 
2019-07-08 10:45:00,495.41,357.44,286.06,25.67,858.44,29.73,44.05 
2019-07-08 11:00:00,272.21,196.4,147.43,24.98,858.4,33.19,27.93 
2019-07-08 11:15:00,296.68,214.05,161.91,24.75,858.39,35.18,46.49 
2019-07-08 11:30:00,589.13,425.06,328.39,25.68,858.2,32.61,60.53 
2019-07-08 11:45:00,521.82,376.49,267.7,25.74,858.07,30.09,61.30 
2019-07-08 12:00:00,583.97,421.33,276.74,26.46,858.01,28.53,76.40 
2019-07-08 12:15:00,670.18,483.53,251.91,26.35,857.96,27.9,77.82 
2019-07-08 12:30:00,729.28,526.18,239.8,26.67,857.93,27.37,86.74 
2019-07-08 12:45:00,747.09,539.02,242.93,27.11,857.92,26.46,89.30 
2019-07-08 13:00:00,681.03,491.37,242.57,27.15,857.77,26.42,82.38 
2019-07-08 13:15:00,898.21,648.06,276.36,27.75,857.62,25.52,65.28 
2019-07-08 13:30:00,811.59,585.56,302.9,27.93,857.54,25.97,63.70 
2019-07-08 13:45:00,863.7,623.16,305.58,28.05,857.48,25.77,65.59 
2019-07-08 14:00:00,540.07,389.66,264.41,27.77,857.39,25.9,55.44 
2019-07-08 14:15:00,582.69,420.41,273.41,27.78,857.31,25.95,62.31 
2019-07-08 14:30:00,580.75,419.01,285.13,27.11,857.17,26,65.12 
2019-07-08 14:45:00,841.77,607.33,303.45,27.15,856.99,25.75,70.42 
2019-07-08 15:00:00,619.72,447.13,288.46,27.13,856.9,25.23,79.58 
2019-07-08 15:15:00,727.39,524.81,302.71,27.67,856.75,24.17,82.46 
2019-07-08 15:30:00,664.41,479.37,272.18,27.87,856.72,23.72,104.86 
2019-07-08 15:45:00,884.09,637.87,260.34,28.62,856.62,22.95,104.21 
2019-07-08 16:00:00,598.59,431.88,237.93,27.89,856.5,23.4,70.68 
2019-07-08 16:15:00,500.39,361.03,221.28,29.01,856.46,21.84,85.82 
2019-07-08 16:30:00,904.11,652.31,292.82,28.59,856.33,21.81,69.26 
2019-07-08 16:45:00,642.07,463.26,244.02,29.14,856.21,21.06,69.41 
2019-07-08 17:00:00,719.16,518.87,235.34,29.65,856.16,19.81,61.93 
2019-07-08 17:15:00,470.56,339.51,203.89,29.06,856.09,21.75,56.50 
2019-07-08 17:30:00,299.4,216.02,145.18,28.86,856.04,23.39,48.01 
2019-07-08 17:45:00,586.49,423.15,211.46,28.71,855.98,22.29,66.89 
2019-07-08 18:00:00,554.58,400.13,185.9,29.38,855.94,20.87,64.69 
2019-07-08 18:15:00,597.49,431.09,211.48,28.53,855.85,21.63,41.24 
2019-07-08 18:30:00,301.93,217.84,150.26,28.74,855.83,22.28,46.24 
2019-07-08 18:45:00,490.77,354.09,253.11,29.48,855.84,20.85,41.13 
2019-07-08 19:00:00,299.6,216.16,156.93,28.83,855.82,21.73,32.92 
2019-07-08 19:15:00,334.46,241.31,177.18,28.79,855.85,21.27,24.46 
2019-07-08 19:30:00,193.59,139.67,104.22,28.35,855.77,22.21,18.85 
2019-07-08 19:45:00,153.42,110.69,81.25,27.99,855.77,23.3,15.83 
2019-07-08 20:00:00,126.46,91.24,68.96,28.15,855.8,21.27,12.64 
2019-07-08 20:15:00,99.79,72,53.89,28.05,855.85,21.2,8.11 
2019-07-08 20:30:00,63.19,45.59,34.27,28.23,855.87,20.96,5.76 
2019-07-08 20:45:00,38.97,28.11,21.67,28.49,855.91,20.2,3.62 
2019-07-08 21:00:00,26.91,19.42,14.72,28.2,855.95,20.73,2.20 
2019-07-08 21:15:00,12.33,8.9,6.79,28.06,855.96,21.19,0.86 
2019-07-08 21:30:00,2.71,1.95,1.58,27.93,856.04,21.27,0.20 
2019-07-08 21:45:00,1,0.72,0.45,28.03,856.03,21.52,0.29 
2019-07-08 22:00:00,0,0,0,28,856.11,22,0.33 
2019-07-08 22:15:00,0,0,0,27.87,856.21,21.81,0.33 
2019-07-08 22:30:00,0,0,0,27.28,856.35,23.37,0.33 
2019-07-08 22:45:00,0,0,0,27.21,856.36,21.71,0.33 
2019-07-08 23:00:00,0,0,0,27.12,856.48,21.51,0.33 
2019-07-08 23:15:00,0,0,0,26.97,856.63,22.23,0.33 
2019-07-08 23:30:00,0,0,0,26.67,856.72,22.11,0.32 
2019-07-08 23:45:00,0,0,0,26.52,856.8,23.41,0.23 
2019-07-09 00:00:00,0,0,0,26.55,856.81,24.33,0.23 
2019-07-09 00:15:00,0,0,0,26.39,856.82,25.47,0.23 
2019-07-09 00:30:00,0,0,0,26.14,856.79,25.2,0.23 
2019-07-09 00:45:00,0,0,0,26.04,856.68,26.68,0.23 
2019-07-09 01:00:00,0,0,0,25.63,856.71,27.99,0.24 
2019-07-09 01:15:00,0,0,0,25.43,856.6,27.42,0.23 
2019-07-09 01:30:00,0,0,0,25.31,856.6,28.07,0.23 
2019-07-09 01:45:00,0,0,0,25.31,856.56,28.27,0.24 
2019-07-09 02:00:00,0,0,0,24.96,856.44,28.93,0.24 
2019-07-09 02:15:00,0,0,0,24.64,856.39,29.96,0.24 
2019-07-09 02:30:00,0,0,0,24.33,856.31,31.61,0.24 
2019-07-09 02:45:00,0,0,0,24.33,856.18,32.25,0.24 
2019-07-09 03:00:00,0,0,0,24.53,856.15,31.74,0.23 
2019-07-09 03:15:00,0,0,0,24.71,856.03,30.49,0.24 
2019-07-09 03:30:00,0,0,0,24.15,856.03,31.79,0.24 
2019-07-09 03:45:00,0,0,0,24.19,856.02,31.59,0.24 
2019-07-09 04:00:00,0,0,0,23.71,855.9,33.19,0.24 
2019-07-09 04:15:00,0,0,0,23.62,855.81,33.17,0.24 
2019-07-09 04:30:00,0,0,0,23.33,855.78,33.79,0.24 
2019-07-09 04:45:00,0,0,0,23.1,855.74,34.51,0.23 
2019-07-09 05:00:00,0,0,0,22.72,855.69,35.67,0.24 
2019-07-09 05:15:00,0,0,0,22.63,855.63,37.04,0.24 
2019-07-09 05:30:00,0,0,0,22.35,855.6,36.95,0.24 
2019-07-09 05:45:00,0,0,0,22.8,855.54,35.85,0.24 
2019-07-09 06:00:00,0,0,0,22.13,855.6,38.17,0.24 
2019-07-09 06:15:00,0,0,0,22.49,855.65,36.61,0.24 
2019-07-09 06:30:00,0,0,0,21.98,855.7,38.01,0.24 
2019-07-09 06:45:00,0,0,0,21.81,855.73,38.48,0.23 
2019-07-09 07:00:00,0,0,0,22.19,855.72,37.39,0.24 
2019-07-09 07:15:00,0,0,0,21.89,855.74,37.93,0.25 
2019-07-09 07:30:00,0,0,0,21.31,855.79,39.62,0.25 
2019-07-09 07:45:00,1.61,1.16,0.64,21.09,855.83,41.45,0.80 
2019-07-09 08:00:00,17.88,12.9,9.58,21.89,855.83,38.73,2.52 
2019-07-09 08:15:00,41.89,30.22,22.89,22.17,855.79,37.58,5.41 
2019-07-09 08:30:00,64.81,46.76,35.92,22.69,855.66,36.16,6.86 
2019-07-09 08:45:00,91.75,66.2,52.33,23.01,855.46,35.23,10.53 
2019-07-09 09:00:00,132.57,95.65,74.66,24.45,855.32,28.36,14.03 
2019-07-09 09:15:00,158.81,114.58,88.92,25.31,855.32,25.39,13.90 
2019-07-09 09:30:00,147.79,106.63,82.18,25.58,855.46,26.29,17.61 
2019-07-09 09:45:00,188.38,135.92,105.94,23.79,855.5,37.21,21.46 
2019-07-09 10:00:00,261.49,188.67,149.53,23.98,855.43,39.17,29.15 
2019-07-09 10:15:00,322.07,232.37,179.35,24.22,855.43,38.73,33.81 
2019-07-09 10:30:00,353.73,255.22,204.83,25.6,855.47,33.82,38.97 
2019-07-09 10:45:00,279.85,201.91,159.7,26.42,855.45,30.63,44.24 
2019-07-09 11:00:00,478.25,345.06,271.81,27.51,855.43,26,52.19 
2019-07-09 11:15:00,509.4,367.53,286.89,28.19,855.25,20.69,55.50 
2019-07-09 11:30:00,332.85,240.15,174.16,28.28,855.09,20.27,36.03 
2019-07-09 11:45:00,516.85,372.9,263.96,28.5,854.98,20.12,65.27 
2019-07-09 12:00:00,664.95,479.76,293.27,29.43,854.79,17.9,60.74 
2019-07-09 12:15:00,332.91,240.19,149.07,29.23,854.68,18.04,53.04 
2019-07-09 12:30:00,619.67,447.09,199.02,29.54,854.63,15.66,74.63 
